TS|(Arduino),TS|(Rpi),CH4|MQ1|description MQ1,CO|MQ2|description MQ2,Gen|MQ3|description MQ3,Alcohol|MQ4|description MQ4,NH3|MQ5|description MQ5,Comb|MQ6|description MQ6,SCD time|SCD41|description SCD41,ppm CO2|SCD41|description SCD41,C|SCD41|description SCD41,ticksC|SCD41|description SCD41,RH|SCD41|description SCD41,ticksRH|SCD41,Session
2023-07-29 18:08:03.175,2023-07-29 18:08:03.275,117.84,199.83,129.25,441.38,185.09,378.79,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:03.275,2023-07-29 18:08:03.375,109.21,145.1,179.66,487.0,173.42,399.08,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:03.376,2023-07-29 18:08:03.476,161.02,108.26,145.01,474.68,191.6,326.99,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:03.476,2023-07-29 18:08:03.576,155.86,172.94,127.41,438.49,155.9,309.0,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:03.576,2023-07-29 18:08:03.676,175.04,184.15,148.21,455.25,117.22,315.29,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:03.676,2023-07-29 18:08:03.777,119.04,192.08,116.18,483.74,145.68,355.54,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:03.777,2023-07-29 18:08:03.877,198.03,153.86,148.93,465.69,129.49,330.69,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:03.877,2023-07-29 18:08:03.977,113.59,174.94,102.19,421.5,123.55,304.69,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:03.978,2023-07-29 18:08:04.077,170.87,170.44,136.45,404.54,120.37,392.52,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:04.078,2023-07-29 18:08:04.177,124.7,186.81,186.98,415.18,172.08,311.6,2023-07-29 18:07:59.231,119.88,35.1,1690646879.2313719,164.2,1690646879.2313719,2023-07-29 18:07:51
2023-07-29 18:08:04.178,2023-07-29 18:08:04.278,100.08,154.28,106.45,425.39,197.57,334.25,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:04.278,2023-07-29 18:08:04.378,113.15,100.73,104.24,408.67,132.88,303.93,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:04.378,2023-07-29 18:08:04.478,190.35,156.3,190.83,413.22,165.41,389.3,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:04.479,2023-07-29 18:08:04.578,177.51,192.76,165.68,484.98,120.94,348.79,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:04.579,2023-07-29 18:08:04.679,141.48,142.33,108.04,425.14,147.79,364.69,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:04.679,2023-07-29 18:08:04.779,132.69,122.02,183.14,458.59,161.7,365.13,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:04.780,2023-07-29 18:08:04.879,156.93,100.55,158.12,431.19,198.54,332.24,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:04.880,2023-07-29 18:08:04.980,104.53,138.14,144.32,461.95,186.64,366.17,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:04.980,2023-07-29 18:08:05.080,191.45,196.02,106.16,483.39,183.01,348.19,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.081,2023-07-29 18:08:05.180,115.28,129.44,129.28,421.0,166.31,337.04,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.181,2023-07-29 18:08:05.280,157.66,159.06,168.33,450.15,152.4,330.06,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.281,2023-07-29 18:08:05.380,167.86,146.28,137.47,456.61,118.09,320.98,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.381,2023-07-29 18:08:05.481,177.69,142.5,191.9,442.34,118.21,369.22,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.481,2023-07-29 18:08:05.581,132.9,158.4,165.01,417.88,168.65,353.51,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.581,2023-07-29 18:08:05.681,150.55,112.59,156.85,499.84,185.03,384.23,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.681,2023-07-29 18:08:05.781,138.21,185.95,138.48,456.7,186.2,337.93,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.782,2023-07-29 18:08:05.882,188.06,141.24,191.04,459.67,191.15,321.11,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.882,2023-07-29 18:08:05.982,159.44,177.0,149.83,426.39,156.64,383.22,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:05.983,2023-07-29 18:08:06.083,131.78,115.38,184.24,431.34,130.36,343.21,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.083,2023-07-29 18:08:06.183,146.89,130.37,122.57,429.54,186.97,390.12,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.183,2023-07-29 18:08:06.283,153.51,173.42,141.9,458.04,150.15,306.74,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.284,2023-07-29 18:08:06.383,187.44,155.61,182.63,473.78,121.55,368.2,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.384,2023-07-29 18:08:06.484,113.95,164.4,168.65,429.15,153.18,313.98,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.484,2023-07-29 18:08:06.584,114.71,155.96,142.1,493.9,133.65,318.01,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.584,2023-07-29 18:08:06.684,108.24,112.33,176.83,468.16,157.26,309.81,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.684,2023-07-29 18:08:06.784,121.71,177.82,199.1,485.25,151.88,349.53,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.785,2023-07-29 18:08:06.885,146.66,196.25,187.73,408.03,134.17,357.16,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.885,2023-07-29 18:08:06.985,189.0,175.93,158.26,407.82,163.47,364.2,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:06.985,2023-07-29 18:08:07.085,127.14,116.85,191.4,451.98,182.95,335.88,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.086,2023-07-29 18:08:07.186,111.24,155.86,140.88,423.28,181.38,315.76,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.186,2023-07-29 18:08:07.286,133.57,194.89,186.82,435.24,185.88,385.0,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.286,2023-07-29 18:08:07.386,121.29,141.93,138.86,445.36,184.03,301.01,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.386,2023-07-29 18:08:07.486,179.34,199.74,139.17,457.83,154.49,379.82,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.487,2023-07-29 18:08:07.586,132.68,121.53,182.36,402.75,110.2,360.37,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.587,2023-07-29 18:08:07.687,154.98,106.26,153.86,426.84,143.83,383.5,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.687,2023-07-29 18:08:07.787,133.47,130.51,148.18,421.0,118.81,301.37,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.787,2023-07-29 18:08:07.887,170.1,166.51,138.91,492.88,144.78,351.9,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.888,2023-07-29 18:08:07.987,111.14,191.49,124.94,489.26,100.09,352.59,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:07.988,2023-07-29 18:08:08.088,124.44,134.17,181.9,487.29,111.84,317.52,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.088,2023-07-29 18:08:08.188,165.93,104.08,195.77,412.14,140.03,344.75,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.188,2023-07-29 18:08:08.288,175.31,149.59,191.98,494.36,150.76,342.76,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.288,2023-07-29 18:08:08.388,112.82,105.65,118.55,453.61,149.98,352.53,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.389,2023-07-29 18:08:08.488,139.65,199.89,121.71,426.79,151.11,356.37,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.489,2023-07-29 18:08:08.588,131.73,128.31,134.13,451.51,102.51,389.82,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.589,2023-07-29 18:08:08.688,156.94,155.57,185.33,404.07,148.77,365.89,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.689,2023-07-29 18:08:08.789,123.22,163.34,170.86,473.85,195.64,302.74,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.789,2023-07-29 18:08:08.889,150.17,101.57,140.18,482.92,101.58,362.73,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.889,2023-07-29 18:08:08.989,121.29,137.69,107.2,437.44,119.96,361.33,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:08.990,2023-07-29 18:08:09.090,167.26,106.55,129.89,491.68,151.38,379.84,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:09.090,2023-07-29 18:08:09.190,146.65,123.15,134.31,490.28,139.04,393.24,2023-07-29 18:08:04.232,153.84,32.2,1690646884.2321193,116.89,1690646884.2321193,2023-07-29 18:07:51
2023-07-29 18:08:09.190,2023-07-29 18:08:09.290,159.17,149.71,158.61,441.91,189.56,343.76,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:09.291,2023-07-29 18:08:09.390,153.09,135.59,156.99,468.28,164.08,367.47,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:09.391,2023-07-29 18:08:09.491,130.89,171.42,145.52,469.37,130.36,342.49,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:09.491,2023-07-29 18:08:09.591,181.97,177.11,152.21,459.04,127.47,378.12,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:09.591,2023-07-29 18:08:09.691,102.2,121.43,172.05,468.34,127.41,351.53,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:09.692,2023-07-29 18:08:09.792,185.13,156.83,187.64,488.66,197.05,302.45,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:09.792,2023-07-29 18:08:09.892,193.23,151.87,132.88,434.84,133.67,375.34,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:09.892,2023-07-29 18:08:09.992,199.58,130.27,192.05,494.06,138.23,344.34,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:09.993,2023-07-29 18:08:10.093,170.21,137.19,148.42,416.74,107.67,378.4,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.093,2023-07-29 18:08:10.193,157.29,131.83,196.09,494.47,184.95,343.5,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.193,2023-07-29 18:08:10.293,183.89,169.34,139.81,438.39,134.45,385.69,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.294,2023-07-29 18:08:10.393,150.83,133.92,103.57,407.96,133.96,394.42,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.394,2023-07-29 18:08:10.494,161.74,137.61,181.32,429.5,158.87,396.67,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.494,2023-07-29 18:08:10.594,112.19,107.5,192.29,413.94,108.74,309.2,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.594,2023-07-29 18:08:10.694,196.69,108.06,195.26,483.95,100.4,340.82,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.695,2023-07-29 18:08:10.795,194.29,176.91,142.72,404.44,185.73,340.0,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.795,2023-07-29 18:08:10.895,184.3,120.69,145.51,484.88,158.19,347.83,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.895,2023-07-29 18:08:10.995,191.9,161.14,116.55,402.24,164.92,368.36,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:10.996,2023-07-29 18:08:11.095,199.82,147.29,140.9,477.12,139.28,382.89,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.096,2023-07-29 18:08:11.196,148.98,179.67,131.9,468.46,183.71,315.27,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.196,2023-07-29 18:08:11.296,153.22,194.28,171.45,430.37,113.47,396.39,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.297,2023-07-29 18:08:11.396,178.43,149.56,135.46,457.33,105.98,310.81,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.397,2023-07-29 18:08:11.497,157.02,150.34,123.63,452.59,159.57,395.13,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.497,2023-07-29 18:08:11.597,197.82,117.24,141.54,488.77,158.17,308.17,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.597,2023-07-29 18:08:11.697,151.65,195.62,190.67,435.3,192.87,381.08,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.698,2023-07-29 18:08:11.797,103.96,169.78,130.08,482.39,160.57,305.65,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.798,2023-07-29 18:08:11.898,191.56,167.26,192.58,403.01,178.75,395.48,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.898,2023-07-29 18:08:11.998,118.54,169.94,196.84,421.44,114.27,374.32,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:11.998,2023-07-29 18:08:12.098,133.39,120.58,185.43,450.06,156.6,362.42,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.099,2023-07-29 18:08:12.199,135.53,110.42,162.39,467.54,190.07,391.45,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.199,2023-07-29 18:08:12.299,137.01,138.87,145.24,474.05,117.19,346.96,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.299,2023-07-29 18:08:12.399,102.59,102.81,102.12,473.84,123.03,387.42,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.399,2023-07-29 18:08:12.499,181.2,137.22,113.34,422.44,125.78,350.29,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.500,2023-07-29 18:08:12.600,172.95,103.24,160.38,486.9,140.93,348.24,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.600,2023-07-29 18:08:12.700,147.21,172.73,125.85,452.63,115.87,303.36,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.700,2023-07-29 18:08:12.800,134.74,150.95,173.19,448.98,117.94,335.6,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.801,2023-07-29 18:08:12.901,177.28,189.47,147.5,451.42,199.39,397.63,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:12.901,2023-07-29 18:08:13.001,117.48,110.62,147.94,409.57,182.94,358.13,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.001,2023-07-29 18:08:13.101,125.08,103.26,111.74,445.54,167.2,376.24,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.101,2023-07-29 18:08:13.201,125.15,136.35,118.86,482.43,189.11,327.51,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.202,2023-07-29 18:08:13.302,177.77,102.14,110.41,428.76,105.78,329.42,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.302,2023-07-29 18:08:13.402,165.74,188.96,172.41,493.67,192.8,319.17,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.402,2023-07-29 18:08:13.502,174.35,142.62,100.64,438.28,123.2,378.8,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.503,2023-07-29 18:08:13.602,103.35,139.86,165.39,470.63,112.52,346.05,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.603,2023-07-29 18:08:13.703,132.51,177.74,105.36,451.85,139.17,327.14,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.703,2023-07-29 18:08:13.803,137.9,103.01,150.87,484.1,180.7,389.68,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.803,2023-07-29 18:08:13.903,198.52,153.37,123.06,488.66,147.43,375.17,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:13.904,2023-07-29 18:08:14.003,135.25,105.45,157.86,475.94,157.04,397.15,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:14.004,2023-07-29 18:08:14.104,141.59,192.36,178.08,453.78,199.17,391.35,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:14.104,2023-07-29 18:08:14.204,128.91,109.02,197.0,458.21,131.9,312.99,2023-07-29 18:08:09.232,136.89,31.7,1690646889.2325544,110.77,1690646889.2325544,2023-07-29 18:07:51
2023-07-29 18:08:14.204,2023-07-29 18:08:14.304,159.95,112.31,134.09,441.52,152.84,303.09,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:14.305,2023-07-29 18:08:14.405,191.38,149.53,109.83,433.48,158.37,388.02,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:14.405,2023-07-29 18:08:14.505,171.28,101.86,197.09,432.55,196.0,355.08,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:14.505,2023-07-29 18:08:14.605,158.78,157.73,111.25,439.26,142.52,332.94,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
2023-07-29 18:08:14.605,2023-07-29 18:08:14.705,114.55,124.68,190.34,418.09,155.39,369.24,2023-07-29 18:08:14.232,100.04,34.9,1690646894.2328014,186.45,1690646894.2328014,2023-07-29 18:07:51
